aX,aY,aZ,gX,gY,gZ
0.246,-0.094,-0.909,-54.199,-70.374,-139.343
0.232,-0.164,-0.860,-51.270,-72.632,-137.756
0.223,-0.223,-0.820,-49.011,-70.679,-136.292
0.240,-0.283,-0.792,-46.387,-66.650,-133.118
0.273,-0.335,-0.778,-41.992,-63.354,-128.540
0.312,-0.390,-0.774,-36.743,-63.232,-123.291
0.339,-0.428,-0.783,-31.616,-68.115,-117.676
0.345,-0.444,-0.798,-26.978,-75.195,-114.441
0.322,-0.467,-0.803,-24.353,-80.933,-113.403
0.279,-0.494,-0.804,-24.780,-83.862,-112.671
0.239,-0.498,-0.801,-29.358,-83.984,-111.389
0.214,-0.510,-0.772,-36.560,-79.590,-109.497
0.203,-0.511,-0.734,-44.861,-71.838,-107.361
0.210,-0.505,-0.692,-51.758,-63.232,-104.919
0.246,-0.525,-0.634,-56.213,-55.481,-101.685
0.293,-0.544,-0.582,-57.739,-51.147,-98.083
0.331,-0.523,-0.576,-55.603,-49.316,-94.482
0.383,-0.545,-0.580,-50.354,-47.119,-91.858
0.404,-0.571,-0.587,-44.250,-46.448,-91.919
0.391,-0.570,-0.608,-37.720,-48.584,-94.360
0.387,-0.586,-0.629,-30.334,-51.025,-95.947
0.376,-0.618,-0.641,-24.048,-54.443,-96.741
0.355,-0.646,-0.644,-20.081,-59.265,-98.328
0.330,-0.678,-0.638,-18.005,-63.477,-100.342
0.323,-0.694,-0.638,-17.944,-65.430,-101.746
0.331,-0.720,-0.623,-19.714,-65.613,-102.173
0.321,-0.736,-0.596,-22.827,-64.941,-102.173
0.296,-0.707,-0.584,-25.940,-63.904,-102.173
0.276,-0.719,-0.578,-28.137,-60.730,-100.098
0.263,-0.733,-0.579,-31.433,-56.763,-94.727
0.251,-0.747,-0.572,-36.377,-54.993,-87.646
0.258,-0.766,-0.557,-39.490,-55.054,-81.726
0.269,-0.798,-0.529,-39.856,-56.091,-77.820
0.285,-0.828,-0.507,-36.804,-58.960,-76.294
0.289,-0.851,-0.497,-31.921,-63.293,-76.599
0.290,-0.865,-0.490,-26.794,-68.665,-77.271
0.290,-0.869,-0.486,-22.156,-73.181,-77.271
0.299,-0.888,-0.473,-19.409,-76.416,-77.576
0.289,-0.893,-0.443,-18.860,-77.820,-79.651
0.273,-0.907,-0.397,-18.250,-76.721,-83.618
0.256,-0.925,-0.362,-16.724,-72.998,-88.623
0.227,-0.932,-0.348,-14.099,-67.993,-95.032
0.198,-0.951,-0.333,-11.292,-62.195,-100.708
0.182,-0.972,-0.316,-8.606,-55.786,-103.821
0.180,-0.978,-0.307,-5.432,-49.561,-105.164
0.193,-0.975,-0.309,-1.770,-43.396,-106.140
0.215,-0.987,-0.312,1.953,-38.940,-108.643
0.211,-0.996,-0.298,4.211,-36.804,-113.159
0.191,-0.980,-0.288,6.775,-36.316,-120.056
0.163,-0.980,-0.283,11.047,-35.889,-127.258
0.118,-0.986,-0.280,15.930,-35.767,-132.202
0.075,-0.984,-0.286,21.729,-35.889,-135.864
0.048,-0.970,-0.303,27.405,-35.400,-137.207
0.034,-0.955,-0.316,32.593,-34.485,-137.634
0.021,-0.959,-0.328,36.926,-33.203,-137.024
-0.003,-0.951,-0.349,39.734,-32.227,-134.949
-0.015,-0.952,-0.392,39.795,-31.677,-130.981
-0.028,-0.965,-0.426,36.133,-31.250,-124.329
-0.029,-0.972,-0.451,29.541,-31.555,-115.540
-0.036,-0.965,-0.452,22.095,-32.898,-106.140
-0.017,-0.947,-0.448,17.090,-35.767,-97.900
0.003,-0.932,-0.435,14.404,-39.124,-91.614
0.016,-0.906,-0.417,14.893,-41.809,-87.952
0.033,-0.887,-0.401,18.677,-43.213,-84.229
0.051,-0.881,-0.392,24.292,-44.067,-80.322
0.061,-0.883,-0.397,29.663,-45.105,-77.271
0.059,-0.895,-0.405,33.325,-47.119,-76.233
0.045,-0.902,-0.419,34.607,-49.072,-75.623
0.027,-0.904,-0.436,33.203,-50.049,-73.608
0.017,-0.911,-0.457,30.518,-48.279,-71.350

-0.469,-1.986,-0.316,-6.104,10.071,140.503
-0.597,-2.102,-0.260,-16.235,24.475,148.071
-0.721,-2.194,-0.206,-27.466,41.748,155.762
-0.881,-2.253,-0.190,-38.025,61.951,166.687
-1.029,-2.263,-0.179,-47.119,82.703,185.242
-1.144,-2.230,-0.149,-54.504,101.685,209.045
-1.236,-2.137,-0.099,-59.998,116.272,234.375
-1.314,-2.014,-0.036,-60.059,124.268,258.484
-1.388,-1.865,0.017,-52.612,126.648,283.142
-1.457,-1.685,0.043,-38.025,123.779,308.960
-1.474,-1.487,0.044,-18.127,116.821,338.074
-1.457,-1.275,0.032,4.456,108.704,370.972
-1.407,-1.060,-0.010,26.428,100.891,404.419
-1.360,-0.843,-0.058,43.396,92.407,433.411
-1.372,-0.573,-0.130,52.612,83.801,453.857
-1.472,-0.188,-0.214,52.551,75.256,466.614
-1.646,0.345,-0.324,44.861,69.458,474.609
-1.898,1.029,-0.458,32.959,64.880,476.135
-2.225,1.863,-0.672,18.860,60.303,472.961
-2.586,2.826,-0.967,-1.404,63.110,465.393
-2.901,3.821,-1.321,-30.823,87.952,451.660
-2.893,4.000,-1.824,-60.364,140.503,442.688
-2.171,4.000,-2.631,-87.280,215.210,452.759
-0.483,4.000,-3.720,-115.845,302.551,472.412
3.506,4.000,-4.000,-179.565,389.343,507.690
4.000,4.000,-4.000,-316.528,458.801,569.824
4.000,3.325,-1.874,-284.973,339.783,445.129
4.000,2.746,0.086,-270.142,-74.890,74.463
1.369,2.200,1.428,-163.086,-429.626,-229.736
-0.381,0.917,1.062,52.368,-483.521,-338.806
-1.192,0.002,0.092,211.060,-358.337,-278.503
-1.122,-0.433,-1.088,260.437,-157.227,-154.602
-0.588,-0.573,-1.857,201.233,21.118,-47.729
0.041,-0.506,-2.182,89.966,119.141,5.615
0.413,-0.389,-2.059,-19.958,143.677,0.366
0.434,-0.186,-1.704,-98.389,120.850,-31.067
0.319,-0.046,-1.323,-136.169,74.707,-50.415
0.241,0.062,-0.994,-135.132,33.142,-48.340
0.287,0.173,-0.763,-108.093,6.226,-32.715
0.413,0.323,-0.653,-69.946,-14.648,-13.367
0.561,0.470,-0.672,-28.015,-35.767,1.282
0.710,0.587,-0.762,11.841,-54.443,9.644
0.834,0.700,-0.885,44.189,-64.941,10.620
0.957,0.759,-0.999,61.340,-65.430,2.808
1.026,0.789,-1.079,59.387,-59.814,-14.282
0.998,0.812,-1.098,44.189,-51.147,-43.945
0.856,0.787,-1.074,25.757,-41.504,-81.909
0.739,0.734,-1.034,8.545,-31.006,-115.662
0.600,0.674,-0.968,-6.958,-22.827,-133.728
0.521,0.625,-0.876,-18.127,-19.836,-140.991
0.490,0.589,-0.780,-22.095,-21.667,-145.508
0.482,0.542,-0.701,-19.775,-24.780,-148.315
0.461,0.494,-0.630,-13.855,-26.794,-151.489
0.459,0.461,-0.603,-5.676,-26.733,-156.006
0.475,0.394,-0.595,4.089,-24.475,-159.912
0.456,0.345,-0.620,14.832,-21.118,-163.635
0.447,0.296,-0.681,24.292,-18.066,-168.030
0.424,0.224,-0.743,28.198,-16.602,-172.852
0.407,0.154,-0.791,25.269,-17.395,-178.894
0.383,0.105,-0.814,16.418,-18.677,-183.716
0.385,0.025,-0.784,4.150,-18.799,-185.974
0.398,-0.048,-0.730,-6.897,-17.212,-186.646
0.432,-0.076,-0.687,-14.832,-13.916,-185.669
0.488,-0.096,-0.660,-18.921,-9.521,-184.387
0.539,-0.140,-0.637,-18.494,-6.165,-184.509
0.564,-0.171,-0.637,-14.099,-6.042,-187.256
0.557,-0.197,-0.652,-8.545,-9.705,-192.566
0.522,-0.211,-0.661,-3.662,-16.418,-199.768
0.486,-0.259,-0.644,-0.671,-21.484,-207.153
0.448,-0.340,-0.622,1.343,-23.865,-212.585
0.408,-0.396,-0.620,2.563,-26.123,-213.562
0.413,-0.481,-0.618,2.869,-30.212,-208.557
0.426,-0.561,-0.625,2.991,-35.522,-201.721
0.431,-0.619,-0.646,2.686,-40.527,-194.336
0.417,-0.669,-0.645,0.854,-43.823,-188.354
0.408,-0.695,-0.640,-1.038,-43.152,-185.364
0.400,-0.723,-0.634,-2.930,-39.246,-184.570
0.371,-0.740,-0.618,-4.028,-36.377,-187.317
0.332,-0.748,-0.606,-3.906,-35.706,-193.298
0.276,-0.765,-0.582,-2.563,-36.438,-199.768
0.195,-0.758,-0.569,0.305,-36.194,-205.139
0.139,-0.791,-0.560,4.089,-34.119,-205.933
0.061,-0.851,-0.585,6.775,-30.762,-201.843
0.008,-0.914,-0.628,4.211,-28.320,-189.209
0.002,-0.966,-0.635,-4.883,-29.114,-168.579
0.015,-0.988,-0.606,-16.724,-30.457,-148.010
0.038,-0.991,-0.561,-27.344,-30.457,-132.019
0.043,-0.984,-0.513,-34.485,-28.809,-122.986
0.029,-0.969,-0.480,-37.903,-25.940,-118.713
0.040,-0.982,-0.452,-38.696,-21.667,-117.859
0.033,-0.977,-0.425,-38.513,-17.090,-119.873
0.033,-0.954,-0.403,-36.316,-13.306,-123.413
0.044,-0.953,-0.387,-30.334,-11.536,-129.272
0.014,-0.949,-0.368,-21.667,-13.245,-136.658
-0.025,-0.929,-0.367,-11.108,-18.005,-142.151
-0.051,-0.932,-0.370,0.305,-23.437,-142.883
-0.062,-0.941,-0.392,10.559,-27.710,-137.939
-0.028,-0.963,-0.413,16.907,-32.104,-129.822
-0.001,-0.970,-0.418,17.822,-36.926,-123.047
0.007,-0.972,-0.401,15.564,-41.748,-118.103
0.005,-0.954,-0.383,12.390,-46.387,-113.770
-0.001,-0.954,-0.354,9.644,-48.645,-109.009
-0.000,-0.949,-0.356,8.118,-48.767,-105.530
-0.014,-0.961,-0.360,6.958,-48.096,-105.835
-0.045,-0.965,-0.374,6.531,-46.143,-109.436
-0.089,-1.002,-0.401,7.568,-43.579,-112.183
-0.184,-1.042,-0.455,9.766,-41.077,-112.061
-0.281,-1.109,-0.522,10.803,-37.292,-102.722
-0.330,-1.182,-0.579,5.920,-33.386,-81.360
-0.341,-1.208,-0.594,-6.531,-29.968,-53.528
-0.329,-1.189,-0.567,-22.095,-27.893,-26.123
-0.282,-1.152,-0.505,-35.217,-27.283,-5.676
-0.251,-1.118,-0.455,-41.199,-29.114,5.859
-0.240,-1.090,-0.461,-39.673,-32.532,9.583
-0.237,-1.090,-0.508,-33.936,-33.936,6.653
-0.251,-1.101,-0.565,-28.748,-31.616,2.136
-0.254,-1.114,-0.612,-25.452,-26.611,1.099
-0.228,-1.118,-0.643,-24.597,-21.423,4.456
-0.174,-1.107,-0.649,-24.719,-17.944,9.583

-1.668,1.832,-0.495,3.967,108.887,304.260
-1.618,2.406,-0.709,7.812,154.663,331.238
-1.342,2.885,-1.193,11.719,214.722,356.201
-0.746,3.240,-1.949,6.470,287.048,370.789
0.162,3.669,-2.962,-14.587,367.432,370.422
1.862,4.000,-4.000,-73.975,452.209,368.530
3.839,3.603,-4.000,-192.749,545.593,358.826
4.000,1.386,-2.799,-279.785,574.341,231.262
3.021,0.804,-1.065,-330.872,354.980,-24.902
0.934,1.009,0.200,-290.955,-36.621,-179.382
-0.568,0.432,0.344,-107.727,-396.301,-194.275
-1.562,-0.308,-0.256,107.178,-577.148,-193.359
-2.104,-0.757,-1.111,231.140,-514.832,-159.851
-2.078,-0.962,-1.703,199.829,-292.786,-79.956
-1.496,-0.704,-1.701,53.284,-30.334,16.479
-0.698,-0.230,-1.384,-90.454,181.885,77.087
0.045,0.138,-1.114,-158.691,287.170,93.628
0.465,0.203,-1.030,-144.958,270.630,78.613
0.561,0.198,-1.118,-80.627,145.996,44.067
0.413,0.133,-1.259,-5.066,-21.729,5.005
0.139,0.023,-1.337,47.974,-152.832,-20.935
-0.111,-0.098,-1.311,64.575,-203.979,-32.043
-0.304,-0.209,-1.186,48.523,-180.542,-34.180
-0.375,-0.246,-1.022,16.418,-115.662,-29.297
-0.301,-0.214,-0.864,-16.235,-43.884,-17.395
-0.144,-0.140,-0.755,-36.499,6.409,-4.211
0.014,-0.039,-0.745,-37.048,27.039,5.798
0.130,0.013,-0.803,-23.193,25.208,11.902
0.191,0.040,-0.902,-7.568,11.414,12.695
0.204,0.036,-0.986,1.709,-2.686,8.362
0.178,-0.007,-1.016,4.028,-10.559,1.343
0.126,-0.050,-1.005,1.648,-12.878,-4.395
0.081,-0.081,-0.974,-1.770,-13.123,-7.507
0.058,-0.089,-0.949,-3.723,-13.062,-6.226
0.056,-0.082,-0.940,-4.333,-12.451,-3.052
0.076,-0.065,-0.936,-5.066,-9.399,1.404
0.100,-0.060,-0.927,-5.798,-5.188,4.883
0.113,-0.063,-0.919,-6.165,-1.404,5.615
0.112,-0.064,-0.922,-5.432,0.916,4.517
0.108,-0.069,-0.937,-3.540,0.793,3.479
0.116,-0.079,-0.959,-1.221,-0.793,3.235
0.126,-0.086,-0.977,-0.366,-3.052,2.686
0.134,-0.072,-0.991,-0.244,-5.432,2.563
0.152,-0.064,-1.001,-0.305,-6.775,3.601
0.179,-0.083,-0.999,-0.732,-6.775,3.967
0.190,-0.086,-0.986,-1.831,-6.714,2.869
0.184,-0.068,-0.970,-2.991,-6.775,2.014
0.187,-0.067,-0.954,-2.930,-5.981,1.465
0.183,-0.071,-0.943,-2.563,-4.944,0.549
0.172,-0.068,-0.934,-1.465,-4.395,-0.061
0.169,-0.058,-0.937,0.488,-4.333,0.488
0.193,-0.048,-0.963,2.380,-4.211,1.892
0.220,-0.035,-0.985,2.991,-3.174,2.625
0.244,-0.027,-0.999,2.319,-2.197,2.502
0.256,-0.011,-1.001,1.160,-2.747,1.892
0.260,0.009,-0.995,-0.061,-4.028,0.427
0.259,0.027,-0.996,-0.916,-4.944,-1.648
0.255,0.035,-1.015,-1.892,-4.395,-3.906
0.256,0.036,-1.038,-3.723,-2.625,-6.958
0.273,0.038,-1.070,-6.104,0.122,-10.437
0.298,0.057,-1.100,-8.728,2.747,-14.587
0.321,0.089,-1.122,-11.353,3.540,-20.813
0.331,0.116,-1.137,-12.939,1.770,-28.259
0.328,0.149,-1.146,-14.099,-2.502,-36.011
0.318,0.196,-1.145,-15.747,-8.484,-43.762
0.311,0.243,-1.139,-16.907,-15.442,-51.270
0.321,0.270,-1.125,-16.907,-23.437,-59.204
0.343,0.289,-1.130,-15.869,-32.410,-67.993
0.315,0.311,-1.159,-14.038,-42.969,-78.125
0.271,0.328,-1.224,-6.531,-54.138,-89.111
0.244,0.338,-1.292,2.625,-66.467,-98.206
0.214,0.372,-1.334,5.859,-78.125,-105.225
0.193,0.435,-1.335,4.028,-87.158,-111.145
0.196,0.513,-1.303,-1.404,-91.064,-116.272
0.195,0.622,-1.255,-9.583,-91.492,-122.437
0.192,0.748,-1.215,-18.616,-89.783,-131.165
0.163,0.874,-1.189,-28.564,-85.510,-142.334
0.119,0.990,-1.176,-37.781,-80.017,-155.762
0.081,1.070,-1.179,-47.241,-75.317,-168.579
0.052,1.112,-1.172,-57.129,-70.862,-179.993
0.025,1.135,-1.177,-65.063,-67.505,-190.796
0.021,1.098,-1.171,-70.190,-67.566,-201.294
0.003,1.028,-1.149,-73.059,-71.960,-212.524
-0.011,0.943,-1.119,-72.998,-80.627,-222.229
-0.027,0.876,-1.094,-71.411,-92.468,-229.309
-0.057,0.773,-1.040,-70.068,-104.187,-233.154
-0.075,0.695,-0.992,-69.946,-114.868,-235.291
-0.078,0.635,-0.958,-71.899,-122.375,-237.793
-0.057,0.520,-0.891,-76.355,-125.793,-240.906
-0.056,0.429,-0.820,-79.712,-126.465,-244.995
-0.044,0.304,-0.749,-78.857,-129.272,-249.634
-0.023,0.124,-0.696,-71.167,-134.277,-252.319
-0.026,-0.029,-0.654,-60.425,-143.494,-255.432
-0.045,-0.149,-0.631,-50.354,-153.992,-259.033
-0.069,-0.271,-0.608,-43.152,-160.889,-259.766
-0.100,-0.368,-0.587,-39.429,-163.208,-259.216
-0.141,-0.427,-0.576,-38.696,-161.438,-258.972
-0.176,-0.472,-0.559,-41.077,-156.128,-259.521
-0.206,-0.521,-0.538,-44.922,-149.536,-260.864
-0.223,-0.582,-0.517,-48.096,-143.616,-263.306
-0.248,-0.609,-0.506,-49.988,-139.526,-268.372
-0.265,-0.704,-0.464,-50.415,-137.756,-274.597
-0.292,-0.773,-0.450,-49.866,-138.794,-280.884
-0.306,-0.841,-0.428,-52.368,-142.822,-287.781
-0.351,-0.903,-0.399,-57.861,-150.269,-298.279
-0.398,-0.949,-0.407,-65.369,-162.292,-310.120
-0.461,-0.993,-0.423,-73.547,-179.810,-324.829
-0.561,-1.039,-0.444,-81.421,-203.735,-344.360
-0.707,-1.070,-0.491,-91.431,-235.046,-363.953
-0.944,-1.121,-0.527,-103.943,-269.470,-376.953
-1.247,-1.315,-0.541,-116.394,-301.453,-372.498
-1.623,-1.539,-0.643,-132.141,-317.444,-335.937
-1.991,-1.757,-0.809,-157.959,-305.481,-264.893
-2.224,-1.792,-0.950,-194.702,-260.315,-176.086
-2.318,-1.679,-0.947,-239.136,-194.275,-96.008
-2.292,-1.548,-0.752,-271.606,-139.465,-37.842
-2.182,-1.451,-0.479,-278.198,-115.784,8.789
-1.955,-1.399,-0.172,-260.071,-115.356,55.420
-1.537,-1.355,0.079,-226.257,-116.272,99.731

1.018,-1.314,-0.406,-6.226,77.148,20.874
0.901,-1.352,-0.500,13.672,77.820,-9.277
0.687,-1.374,-0.511,22.827,66.162,-31.067
0.475,-1.349,-0.477,23.315,47.668,-41.504
0.266,-1.306,-0.397,20.447,22.156,-43.823
0.050,-1.264,-0.289,18.005,-4.883,-43.701
-0.146,-1.219,-0.188,17.944,-26.917,-41.260
-0.299,-1.161,-0.120,18.677,-38.574,-35.339
-0.386,-1.096,-0.087,18.005,-37.109,-28.748
-0.418,-1.038,-0.067,15.137,-23.071,-24.780
-0.404,-0.986,-0.063,10.559,-2.441,-24.292
-0.358,-0.958,-0.072,5.859,18.738,-25.146
-0.308,-0.940,-0.088,1.526,34.180,-24.780
-0.247,-0.931,-0.101,-2.502,41.687,-21.667
-0.172,-0.917,-0.118,-5.676,41.626,-14.771
-0.094,-0.907,-0.127,-8.606,35.706,-7.385
-0.014,-0.908,-0.133,-11.292,27.588,-1.526
0.054,-0.905,-0.144,-13.428,20.508,4.578
0.110,-0.901,-0.159,-15.381,15.198,8.850
0.154,-0.903,-0.174,-16.663,11.963,11.353
0.181,-0.906,-0.181,-18.127,9.338,12.512
0.189,-0.915,-0.172,-19.531,6.531,12.207
0.179,-0.925,-0.151,-20.813,2.747,11.047
0.155,-0.938,-0.125,-22.522,-1.343,9.949
0.125,-0.949,-0.084,-23.804,-5.737,8.850
0.098,-0.959,-0.060,-23.987,-9.460,9.521
0.076,-0.955,-0.046,-22.705,-12.878,10.620
0.065,-0.955,-0.033,-20.203,-15.747,10.742
0.055,-0.963,-0.042,-15.564,-17.212,10.803
0.044,-0.975,-0.067,-11.169,-16.846,10.864
0.033,-0.984,-0.089,-7.690,-14.587,10.620
0.027,-1.003,-0.118,-4.883,-10.620,9.827
0.029,-1.021,-0.147,-2.563,-6.287,9.827
0.039,-1.038,-0.177,-0.854,-3.113,10.132
0.052,-1.056,-0.200,0.305,-1.953,10.498
0.077,-1.070,-0.221,0.977,-2.014,11.658
0.109,-1.067,-0.238,0.732,-2.808,13.123
0.141,-1.055,-0.236,0.061,-3.357,13.916
0.166,-1.045,-0.222,-0.305,-3.540,12.878
0.177,-1.038,-0.214,0.366,-3.601,11.108
0.178,-1.032,-0.208,0.549,-3.052,8.850
0.168,-1.030,-0.190,0.183,-2.075,6.470
0.156,-1.025,-0.172,-0.366,-1.526,4.272
0.146,-1.019,-0.160,-0.916,-0.977,2.502
0.131,-1.015,-0.147,-1.770,-0.488,0.549
0.111,-1.013,-0.127,-2.991,0.061,-0.793
0.096,-1.004,-0.111,-3.601,1.160,-1.221
0.102,-0.998,-0.100,-3.540,2.380,-0.854
0.115,-0.987,-0.101,-2.625,3.235,-0.183
0.119,-0.984,-0.103,-1.465,3.113,-0.366
0.119,-0.988,-0.108,-0.610,2.441,-0.916
0.120,-0.992,-0.120,-0.122,1.526,-0.122
0.124,-0.995,-0.133,-0.183,0.122,0.671
0.127,-1.000,-0.143,-0.854,-1.099,1.282
0.126,-1.000,-0.147,-1.831,-2.197,2.014
0.123,-0.999,-0.153,-2.380,-3.601,2.686
0.125,-1.000,-0.162,-2.258,-4.517,3.723
0.125,-1.001,-0.170,-1.892,-4.822,4.578
0.124,-1.007,-0.171,-1.648,-4.944,5.005
0.131,-1.017,-0.171,-0.854,-5.188,5.432
0.134,-1.020,-0.166,0.000,-5.920,6.104
0.138,-1.020,-0.167,0.793,-7.324,6.226
0.144,-1.016,-0.171,1.465,-9.155,6.287
0.145,-1.015,-0.165,1.160,-10.986,5.493
0.146,-1.016,-0.158,1.221,-11.780,5.005
0.146,-1.016,-0.156,1.709,-11.719,4.639
0.142,-1.019,-0.158,2.502,-11.230,3.723
0.141,-1.024,-0.164,3.479,-10.376,2.625
0.140,-1.031,-0.163,3.723,-9.094,1.160
0.140,-1.042,-0.161,4.272,-7.812,0.244
0.138,-1.049,-0.163,4.944,-6.653,-0.427
0.140,-1.052,-0.161,5.371,-6.348,-1.038
0.142,-1.053,-0.161,5.920,-6.104,-1.343
0.143,-1.051,-0.164,6.653,-6.531,-1.953
0.135,-1.050,-0.165,6.714,-7.507,-2.991
0.125,-1.045,-0.168,6.409,-8.606,-3.845
0.116,-1.043,-0.175,6.592,-9.094,-4.150
0.104,-1.045,-0.184,6.348,-9.766,-4.639
0.087,-1.045,-0.187,5.615,-10.132,-6.042
0.073,-1.045,-0.188,4.700,-9.827,-7.324
0.073,-1.041,-0.192,4.089,-9.033,-7.690
0.077,-1.041,-0.186,3.174,-8.545,-7.751
0.080,-1.035,-0.180,2.808,-8.667,-7.690
0.098,-1.031,-0.178,3.235,-9.399,-7.324
0.109,-1.022,-0.181,3.662,-10.376,-7.141
0.112,-1.018,-0.185,3.540,-10.742,-7.874
0.108,-1.014,-0.182,2.686,-10.742,-9.094
0.104,-1.008,-0.182,2.075,-11.047,-9.949
0.097,-1.006,-0.183,1.892,-11.414,-10.437
0.087,-1.004,-0.176,1.587,-11.780,-10.742
0.075,-1.002,-0.167,1.770,-13.000,-10.559
0.067,-1.005,-0.161,2.136,-14.099,-10.071
0.065,-1.005,-0.160,2.563,-14.893,-9.155
0.067,-1.001,-0.158,2.258,-14.954,-8.789
0.075,-1.000,-0.155,2.136,-14.709,-8.545
0.084,-0.999,-0.160,2.686,-14.404,-8.118
0.087,-1.000,-0.163,3.235,-14.526,-8.179
0.090,-1.000,-0.172,3.601,-14.404,-8.179
0.094,-0.993,-0.181,3.662,-14.526,-8.118
0.091,-0.993,-0.184,2.991,-14.832,-8.179
0.083,-0.995,-0.179,2.197,-15.503,-8.606
0.078,-0.996,-0.176,1.709,-16.418,-8.423
0.074,-0.993,-0.171,1.343,-17.273,-7.935
0.076,-0.987,-0.169,1.160,-18.005,-7.263
0.080,-0.985,-0.165,0.732,-18.616,-6.653
0.078,-0.984,-0.159,0.488,-19.043,-6.165
0.074,-0.985,-0.154,0.549,-19.470,-5.859
0.069,-0.985,-0.157,0.977,-19.287,-5.249
0.064,-0.981,-0.159,1.221,-18.616,-4.822
0.056,-0.983,-0.163,1.892,-18.311,-4.517
0.048,-0.983,-0.165,2.258,-18.311,-4.333
0.044,-0.986,-0.166,2.502,-18.127,-4.211
0.041,-0.986,-0.167,2.625,-17.883,-3.845
0.043,-0.990,-0.168,2.502,-17.090,-3.174
0.045,-0.986,-0.165,1.831,-16.541,-2.197
0.054,-0.984,-0.170,1.526,-16.052,-1.343
0.064,-0.989,-0.177,1.465,-15.686,-0.793
0.072,-0.997,-0.185,1.404,-15.381,-0.488
0.079,-1.003,-0.189,1.160,-15.015,-0.244
