aX,aY,aZ,gX,gY,gZ
0.141,-0.246,-1.082,10.742,0.061,4.272
0.159,-0.209,-1.094,7.080,-1.587,2.014
0.183,-0.208,-1.066,3.174,-2.441,-0.244
0.207,-0.221,-1.020,-0.488,-2.930,-1.831
0.234,-0.252,-0.982,-2.319,-2.380,-1.709
0.249,-0.287,-0.939,-2.991,-1.526,-0.732
0.250,-0.310,-0.908,-1.953,-0.305,-0.122
0.261,-0.341,-0.904,0.854,0.671,-0.732
0.242,-0.354,-0.903,2.686,0.916,-2.258
0.211,-0.343,-0.916,5.310,0.244,-3.845
0.183,-0.339,-0.948,7.507,0.061,-4.211
0.168,-0.334,-0.971,7.996,-0.427,-4.150
0.158,-0.330,-0.989,6.897,-0.549,-3.723
0.165,-0.340,-0.980,4.150,0.610,-1.892
0.179,-0.336,-0.944,0.427,2.869,1.221
0.214,-0.343,-0.928,-0.549,4.272,3.662
0.230,-0.339,-0.920,-0.366,3.784,4.211
0.228,-0.331,-0.911,0.549,2.869,3.479
0.226,-0.320,-0.925,2.441,1.709,2.502
0.205,-0.303,-0.948,4.761,0.000,0.854
0.189,-0.307,-0.977,6.042,-1.404,-0.854
0.166,-0.306,-0.993,5.066,-2.319,-1.587
0.165,-0.320,-0.984,2.319,-2.625,-0.427
0.172,-0.326,-0.966,-0.305,-2.930,1.709
0.201,-0.340,-0.951,-2.502,-2.563,4.089
0.227,-0.345,-0.935,-4.272,-2.258,5.066
0.251,-0.353,-0.925,-4.272,-2.563,4.700
0.258,-0.348,-0.927,-3.784,-2.563,3.601
0.259,-0.339,-0.942,-3.296,-1.831,2.075
0.239,-0.330,-0.956,-3.357,-1.404,0.488
0.211,-0.321,-0.973,-3.235,-1.221,-0.488
0.191,-0.320,-0.983,-3.723,-1.160,-0.610
0.181,-0.323,-0.990,-4.944,-0.793,0.610
0.175,-0.320,-0.990,-6.348,-0.671,2.686
0.178,-0.326,-0.984,-7.629,-0.488,4.700
0.184,-0.331,-0.972,-8.362,-0.366,6.042
0.194,-0.340,-0.971,-8.606,-0.488,6.714
0.200,-0.346,-0.968,-8.362,-1.221,6.409
0.198,-0.350,-0.958,-8.118,-1.770,5.066
0.202,-0.357,-0.961,-6.958,-2.502,3.784
0.198,-0.353,-0.976,-6.287,-3.418,2.686
0.196,-0.344,-0.986,-7.141,-3.418,2.502
0.192,-0.331,-0.989,-8.911,-2.625,3.845
0.193,-0.314,-0.995,-11.108,-1.648,6.042
0.203,-0.301,-0.990,-13.062,-0.671,8.057
0.213,-0.290,-0.982,-14.099,-0.366,9.033
0.220,-0.291,-0.995,-13.977,-0.977,8.545
0.222,-0.293,-1.005,-14.282,-2.014,6.470
0.220,-0.294,-1.006,-15.137,-3.723,3.113
0.215,-0.299,-1.000,-15.869,-5.981,-1.099
0.203,-0.298,-1.006,-16.174,-7.996,-4.517
0.189,-0.290,-1.017,-17.212,-9.155,-7.080
0.175,-0.279,-1.024,-19.287,-10.193,-8.484
0.161,-0.267,-1.030,-22.156,-11.047,-8.301
0.158,-0.254,-1.038,-25.085,-11.780,-7.324
0.153,-0.241,-1.040,-28.381,-12.573,-6.897
0.149,-0.235,-1.049,-31.128,-14.099,-7.324
0.150,-0.233,-1.061,-34.241,-16.357,-8.545
0.145,-0.234,-1.070,-37.659,-18.677,-10.376
0.138,-0.233,-1.066,-41.870,-21.729,-12.817
0.136,-0.241,-1.052,-45.654,-24.109,-15.564
0.135,-0.252,-1.030,-49.438,-26.489,-17.761
0.144,-0.265,-1.010,-53.101,-28.870,-18.738
0.156,-0.291,-0.988,-56.702,-30.701,-19.348
0.164,-0.316,-0.964,-60.181,-31.616,-19.592
0.174,-0.341,-0.940,-63.477,-32.471,-19.592
0.183,-0.365,-0.915,-66.711,-32.532,-18.982
0.182,-0.387,-0.881,-69.153,-33.020,-18.311
0.183,-0.407,-0.862,-69.946,-33.142,-16.785
0.189,-0.421,-0.858,-70.068,-32.776,-14.465
0.199,-0.425,-0.855,-70.679,-31.799,-12.085
0.204,-0.423,-0.856,-71.045,-31.677,-10.193
0.209,-0.417,-0.868,-71.533,-32.349,-9.399
0.203,-0.412,-0.883,-72.998,-33.508,-9.155
0.192,-0.403,-0.892,-75.500,-34.607,-8.911
0.187,-0.392,-0.896,-78.857,-35.645,-8.423
0.190,-0.389,-0.898,-82.581,-36.377,-8.362
0.204,-0.393,-0.896,-86.914,-37.537,-9.216
0.215,-0.401,-0.887,-91.736,-39.856,-11.475
0.232,-0.412,-0.870,-96.802,-43.274,-15.259
0.235,-0.432,-0.833,-101.807,-46.631,-20.874
0.227,-0.455,-0.790,-105.530,-51.025,-26.611
0.214,-0.469,-0.746,-107.727,-54.993,-30.640

0.809,0.027,2.066,-21.423,-40.100,0.977
0.496,0.020,1.634,30.212,-54.138,-20.813
0.149,-0.087,1.129,49.133,-36.438,-31.433
-0.031,-0.108,0.921,29.480,-1.648,-24.353
-0.058,-0.073,0.919,0.000,25.513,-7.996
0.013,-0.005,0.942,-14.465,34.424,9.216
0.117,0.060,0.915,-16.296,30.334,22.705
0.196,0.128,0.896,-16.357,23.560,29.785
0.255,0.186,0.920,-18.738,19.958,29.541
0.260,0.203,0.958,-19.226,17.395,23.926
0.227,0.203,0.963,-16.724,13.611,14.587
0.167,0.196,0.938,-13.855,9.399,5.615
0.111,0.198,0.920,-12.878,6.470,0.122
0.076,0.202,0.914,-12.756,5.066,-2.197
0.060,0.196,0.916,-11.658,5.005,-2.502
0.052,0.187,0.913,-9.888,4.333,-1.587
0.049,0.174,0.919,-7.568,3.052,0.305
0.048,0.160,0.934,-5.493,0.183,1.465
0.062,0.150,0.948,-3.113,-2.625,2.014
0.084,0.150,0.965,-0.671,-4.517,1.526
0.106,0.148,0.973,2.136,-5.066,0.488
0.128,0.139,0.968,4.517,-4.517,0.671
0.151,0.135,0.975,5.249,-2.686,1.465
0.169,0.130,0.980,5.066,-1.953,1.343
0.174,0.128,0.974,5.371,-1.892,-0.305
0.167,0.122,0.960,5.249,-2.014,-1.160
0.162,0.123,0.949,4.272,-1.892,-1.343
0.159,0.125,0.943,2.319,-1.526,-0.916
0.163,0.128,0.952,0.732,-0.671,0.000
0.171,0.134,0.973,-0.122,-0.183,0.427
0.176,0.134,0.979,0.122,0.366,0.305
0.166,0.137,0.976,0.793,0.671,-0.122
0.154,0.141,0.967,0.977,1.343,-0.427
0.140,0.149,0.958,1.038,2.075,-0.793
0.124,0.151,0.941,2.136,2.502,-1.343
0.123,0.145,0.921,2.991,2.625,-1.343
0.130,0.141,0.917,2.258,1.953,-0.488
0.135,0.140,0.928,0.610,0.549,-0.366
0.127,0.148,0.941,-0.366,-0.793,-0.854
0.117,0.146,0.932,0.610,-1.221,-1.404
0.120,0.145,0.916,2.075,-0.732,-0.793
0.130,0.148,0.916,1.526,0.305,0.916
0.146,0.149,0.930,0.366,1.282,2.075
0.163,0.154,0.955,-0.366,1.343,2.258
0.174,0.150,0.968,0.549,0.366,1.404
0.166,0.147,0.954,1.831,-1.038,-0.061
0.147,0.139,0.926,2.930,-1.587,-0.854
0.143,0.137,0.924,2.136,-1.343,-0.549
0.145,0.137,0.942,0.305,-1.099,0.549
0.150,0.140,0.960,0.061,-1.160,0.916
0.157,0.134,0.966,0.916,-1.709,0.671
0.154,0.133,0.964,1.465,-1.953,0.488
0.141,0.132,0.958,1.587,-1.465,0.000
0.136,0.128,0.941,1.770,-0.366,-0.061
0.132,0.131,0.935,1.099,0.366,0.427
0.135,0.130,0.935,0.488,0.732,1.099
0.146,0.137,0.939,0.488,0.549,2.014
0.154,0.143,0.936,0.549,-0.488,2.319
0.158,0.153,0.942,0.244,-1.221,2.075
0.153,0.150,0.948,0.549,-1.343,1.038
0.147,0.144,0.944,1.282,-1.221,0.244
0.145,0.143,0.937,1.587,-1.282,0.305
0.147,0.146,0.940,1.587,-1.343,0.061
0.148,0.149,0.942,1.831,-1.892,-0.854
0.150,0.149,0.942,3.174,-2.075,-1.404
0.151,0.142,0.940,4.211,-2.441,-2.014
0.147,0.141,0.943,4.639,-2.869,-1.892
0.144,0.137,0.949,4.578,-3.235,-1.709
0.139,0.137,0.953,4.517,-3.296,-1.465
0.137,0.133,0.950,4.028,-3.174,-0.977
0.137,0.135,0.946,3.662,-3.174,-0.488
0.146,0.136,0.943,3.357,-3.418,-0.061
0.153,0.137,0.942,3.052,-4.028,-0.366
0.156,0.138,0.947,2.563,-4.944,-1.404
0.154,0.132,0.959,2.747,-5.798,-2.808
0.144,0.130,0.962,3.052,-6.409,-4.028
0.130,0.130,0.965,3.418,-6.104,-4.272
0.115,0.130,0.967,3.662,-5.127,-4.272
0.104,0.124,0.963,4.211,-4.150,-4.150
0.103,0.125,0.957,5.005,-3.174,-3.418
0.105,0.121,0.952,5.432,-2.319,-2.014
0.117,0.117,0.948,5.310,-1.526,-0.610
0.127,0.112,0.953,4.578,-1.343,0.549
0.136,0.111,0.960,3.540,-1.709,0.977
0.140,0.110,0.963,2.502,-2.075,0.793
0.132,0.114,0.965,1.404,-1.892,0.122
0.125,0.111,0.963,0.977,-1.343,0.000
0.118,0.118,0.954,1.038,-0.854,0.671
0.119,0.120,0.954,1.526,-0.427,1.099
0.127,0.121,0.950,2.625,0.122,1.404
0.138,0.121,0.955,2.441,0.061,1.831
0.146,0.126,0.960,2.441,-0.305,1.587
0.143,0.117,0.957,3.235,-0.732,0.854
0.135,0.111,0.946,3.174,-0.732,0.427
0.125,0.114,0.943,1.953,0.183,0.793
0.122,0.114,0.943,0.854,0.916,1.221
0.127,0.120,0.946,0.488,1.282,1.892
0.136,0.122,0.952,0.549,1.343,2.441
0.144,0.124,0.955,0.793,1.343,2.319
0.146,0.127,0.953,1.099,0.671,1.770
0.145,0.129,0.955,1.587,-0.122,0.916
0.140,0.128,0.952,2.014,-0.977,0.183
0.132,0.120,0.947,2.625,-1.526,-0.488
0.122,0.117,0.943,2.441,-1.648,-0.610
0.119,0.112,0.948,1.953,-1.160,0.122
0.125,0.115,0.954,1.221,-0.671,1.343
0.136,0.119,0.959,1.221,0.122,2.197
0.146,0.122,0.956,1.709,0.549,2.502
0.153,0.126,0.949,1.648,1.099,2.258
0.151,0.131,0.946,1.404,0.671,1.526
0.149,0.130,0.942,1.343,-0.671,0.183
0.142,0.128,0.940,1.709,-2.136,-1.404
0.135,0.116,0.944,2.319,-3.418,-2.625
0.127,0.108,0.953,2.075,-4.456,-3.113
0.120,0.104,0.965,1.465,-4.578,-2.808
0.113,0.100,0.973,1.160,-3.723,-1.953
0.112,0.098,0.974,1.038,-2.075,-0.671
0.113,0.103,0.968,0.916,-0.244,0.732
0.120,0.105,0.962,1.099,1.404,1.709

-0.613,1.331,-1.987,244.812,123.230,115.540
-0.755,1.821,-2.757,206.482,125.000,138.123
-0.710,2.040,-3.317,140.991,114.502,145.447
-0.446,1.773,-3.341,61.035,87.891,129.150
-0.173,1.167,-2.637,-15.625,46.631,84.534
-0.054,0.435,-1.536,-65.002,4.211,24.231
0.021,-0.345,-0.559,-70.129,-29.175,-31.311
0.044,-0.921,0.022,-43.152,-49.255,-65.247
0.085,-1.304,0.148,-1.282,-49.622,-65.918
0.132,-1.392,-0.043,32.166,-33.386,-39.429
0.188,-1.200,-0.323,48.645,-11.658,0.488
0.210,-0.793,-0.624,52.185,8.667,40.100
0.259,-0.307,-0.955,50.537,25.818,70.313
0.339,0.125,-1.272,44.373,34.668,83.618
0.379,0.404,-1.504,34.058,31.616,75.012
0.383,0.467,-1.537,21.301,19.043,49.377
0.335,0.372,-1.340,6.775,4.761,18.677
0.268,0.187,-1.129,-1.953,-4.822,-5.371
0.230,-0.040,-1.010,-4.578,-8.850,-17.883
0.189,-0.224,-0.921,-7.263,-8.911,-18.921
0.173,-0.357,-0.847,-9.277,-5.859,-11.841
0.179,-0.441,-0.825,-8.606,-1.160,-1.526
0.189,-0.462,-0.827,-5.554,3.540,7.812
0.190,-0.442,-0.866,-1.465,5.432,13.672
0.196,-0.400,-0.912,2.563,5.371,16.418
0.200,-0.326,-0.954,4.333,5.310,16.418
0.203,-0.255,-1.013,5.432,4.028,13.367
0.206,-0.203,-1.074,4.883,1.526,8.606
0.189,-0.153,-1.088,1.404,-0.122,3.540
0.195,-0.150,-1.083,-2.380,-1.526,0.183
0.206,-0.168,-1.050,-5.920,-2.563,-1.099
0.219,-0.196,-1.003,-8.850,-2.258,-0.732
0.239,-0.233,-0.967,-9.644,-1.831,0.244
0.254,-0.266,-0.944,-9.033,-1.221,1.343
0.258,-0.287,-0.924,-7.935,-0.183,2.258
0.257,-0.307,-0.911,-5.737,0.916,2.380
0.246,-0.308,-0.923,-3.113,1.282,2.258
0.237,-0.297,-0.949,-0.732,1.587,2.075
0.233,-0.284,-0.971,0.183,1.221,2.197
0.221,-0.264,-0.987,-0.549,1.587,2.441
0.217,-0.250,-0.998,-1.770,2.136,3.052
0.218,-0.242,-1.003,-2.747,1.831,3.113
0.229,-0.256,-0.995,-3.967,1.038,2.808
0.232,-0.264,-0.975,-4.822,0.000,1.831
0.234,-0.278,-0.959,-4.761,-1.343,0.122
0.232,-0.291,-0.959,-4.150,-2.014,-1.282
0.226,-0.301,-0.966,-3.784,-2.136,-1.953
0.221,-0.304,-0.969,-4.395,-1.831,-1.648
0.216,-0.299,-0.965,-5.127,-1.404,-0.427
0.215,-0.294,-0.966,-5.310,-1.099,0.549
0.220,-0.288,-0.974,-5.432,-1.221,1.465
0.226,-0.290,-0.975,-5.859,-1.160,2.075
0.235,-0.284,-0.969,-6.836,-1.221,1.892
0.244,-0.282,-0.965,-7.751,-1.038,1.770
0.247,-0.278,-0.967,-8.362,-0.549,1.343
0.245,-0.273,-0.972,-8.362,-0.793,0.854
0.250,-0.276,-0.981,-8.362,-1.404,0.183
0.248,-0.279,-0.976,-9.277,-1.526,-0.854
0.242,-0.291,-0.963,-9.705,-1.587,-1.709
0.240,-0.308,-0.957,-8.728,-2.075,-2.441
0.240,-0.326,-0.952,-7.629,-2.075,-2.563
0.232,-0.331,-0.950,-6.836,-1.770,-2.136
0.225,-0.336,-0.955,-6.104,-1.587,-1.038
0.221,-0.329,-0.961,-5.554,-0.977,0.854
0.224,-0.322,-0.965,-5.493,0.305,2.930
0.234,-0.314,-0.961,-5.615,1.282,4.272
0.235,-0.304,-0.966,-5.371,1.831,4.211
0.239,-0.295,-0.979,-4.333,1.221,3.296
0.232,-0.288,-0.986,-4.028,0.305,1.892
0.220,-0.282,-0.988,-3.784,-0.732,0.366
0.211,-0.279,-0.989,-3.479,-1.587,-0.977
0.207,-0.281,-0.996,-3.113,-2.502,-2.136
0.206,-0.297,-0.997,-3.296,-3.357,-2.930
0.201,-0.307,-0.978,-4.700,-3.723,-2.808
0.199,-0.311,-0.962,-6.042,-3.174,-1.221
0.210,-0.311,-0.963,-7.019,-2.075,1.770
0.225,-0.315,-0.947,-8.057,-0.916,4.089
0.234,-0.318,-0.935,-8.240,-0.061,5.188
0.243,-0.326,-0.942,-6.958,-0.366,5.188
0.244,-0.327,-0.950,-5.981,-1.099,3.784
0.233,-0.322,-0.951,-5.310,-1.892,1.709
0.217,-0.317,-0.964,-4.395,-2.991,-0.427
0.205,-0.310,-0.985,-4.150,-3.906,-1.587
0.195,-0.300,-0.995,-5.432,-4.028,-1.709
0.204,-0.304,-0.993,-7.385,-3.723,-0.305
0.218,-0.310,-0.969,-9.766,-3.174,1.831
0.229,-0.318,-0.947,-11.047,-2.563,4.089
0.247,-0.333,-0.939,-10.681,-2.197,5.310
0.262,-0.350,-0.916,-9.460,-2.136,5.371
0.269,-0.364,-0.907,-7.080,-2.441,3.662
0.265,-0.371,-0.924,-3.967,-3.357,1.648
0.252,-0.367,-0.949,-1.953,-4.150,-0.183
0.235,-0.348,-0.970,-2.014,-4.211,-0.916
0.227,-0.329,-0.981,-3.601,-3.113,-0.122
0.227,-0.315,-0.975,-5.554,-1.709,2.075
0.233,-0.300,-0.976,-7.263,-0.427,4.578
0.250,-0.295,-0.978,-8.179,0.305,6.165
0.260,-0.296,-0.958,-8.789,0.183,5.615
0.264,-0.309,-0.952,-7.690,-0.854,3.418
0.269,-0.335,-0.954,-6.348,-1.770,0.549
0.259,-0.354,-0.944,-5.798,-2.258,-2.686
0.239,-0.368,-0.941,-4.944,-3.479,-4.700
0.222,-0.374,-0.950,-4.333,-4.211,-6.287
0.203,-0.377,-0.949,-4.395,-3.967,-6.226
0.193,-0.366,-0.952,-5.005,-2.808,-4.028
0.200,-0.359,-0.967,-6.348,-1.282,-0.244
0.211,-0.347,-0.971,-8.606,0.854,4.028
0.223,-0.333,-0.964,-10.376,2.319,7.080
0.241,-0.329,-0.965,-10.437,2.502,8.301
0.252,-0.325,-0.973,-10.071,1.587,7.324
0.256,-0.325,-0.980,-10.132,0.122,4.639
0.252,-0.326,-0.984,-10.254,-1.343,0.732
0.237,-0.329,-0.982,-10.437,-2.869,-2.930
0.224,-0.332,-0.985,-10.681,-4.395,-4.700
0.220,-0.338,-0.981,-11.841,-5.005,-5.188
0.219,-0.342,-0.974,-13.855,-4.211,-4.150
0.223,-0.342,-0.967,-15.991,-3.052,-1.953
0.233,-0.339,-0.962,-17.883,-1.892,0.916
0.241,-0.342,-0.949,-18.738,-1.221,2.502
